[image_filename]	[valence]	[arousal]	[prob. anger]	[prob. disgust]	[prob. fear]	[prob. joy]	[prob. sadness]	[prob. surprise]	[prob. neutral]
surprise/6.jpg	6.5	4	0	0.0333333	0	0.3	0	0.166667	0.5
disgust/7.jpg	3.2	4.5	0.1	0.333333	0	0	0.1	0.0666667	0.4
joy/7.jpg	7.8	6.9	0	0	0	0.866667	0	0.133333	0
disgust/8.jpg	4.9	5.3	0	0.266667	0.1	0.0666667	0.0333333	0.0333333	0.5
anger/7.jpg	3.3	6.9	0.0888889	0	0.522222	0.0333333	0.0666667	0.155556	0.133333
fear/7.jpg	4.1	4.4	0	0.188889	0.322222	0	0.133333	0.0222222	0.333333
sadness/7.jpg	5.4	4.8	0	0.0666667	0	0.288889	0.133333	0.0888889	0.422222
anger/8.jpg	2.3	4.8	0.0888889	0.388889	0.0555556	0	0.366667	0	0.1
fear/8.jpg	1.2	4.9	0.0333333	0.4	0.466667	0	0.0333333	0.0666667	0
surprise/7.jpg	6.8	5.2	0.0666667	0	0	0.388889	0	0.188889	0.355556
joy/8.jpg	7.1	4.6	0	0	0	0.566667	0.0666667	0.3	0.0666667
joy/9.jpg	7.4	4.8	0	0	0	0.6	0	0.266667	0.133333
sadness/8.jpg	5.5	5	0	0.0666667	0	0.2	0.266667	0.2	0.266667
surprise/8.jpg	6.3	5.3	0	0.1	0.266667	0.133333	0.0666667	0.233333	0.2
surprise/9.jpg	6.3	5.4	0	0	0.0888889	0.322222	0.0666667	0.388889	0.133333
sadness/9.jpg	2.3	4	0	0.1	0.133333	0	0.633333	0.0666667	0.0666667
anger/9.jpg	4.7	5.1	0.0666667	0	0.5	0.0666667	0.0666667	0.1	0.2
disgust/9.jpg	5.3	5.4	0.0666667	0.0666667	0	0.2	0.2	0.2	0.266667
fear/9.jpg	5.1	5.1	0.0666667	0.1	0.366667	0.133333	0.0666667	0.0666667	0.2
surprise/10.jpg	6.8	4.6	0	0	0.1	0.366667	0	0.4	0.133333
anger/10.jpg	3.2	7.2	0.438889	0.05	0.172222	0.0666667	0.138889	0.0666667	0.0666667
joy/10.jpg	7.3	4	0	0	0	0.633333	0	0.166667	0.2
anger/11.jpg	4.1	6.1	0.0666667	0.0888889	0.455556	0	0.188889	0.0666667	0.133333
fear/10.jpg	5	5	0.0888889	0.0333333	0.188889	0.0666667	0.155556	0	0.466667
disgust/10.jpg	3.1	5.3	0.0888889	0.433333	0.255556	0	0.0888889	0.0666667	0.0666667
sadness/10.jpg	5.7	3.5	0.0333333	0.0166667	0.216667	0.166667	0.25	0.0333333	0.283333
disgust/11.jpg	4.2	5.7	0.0888889	0.411111	0.211111	0.0666667	0.0888889	0	0.133333
fear/11.jpg	4.8	5	0.0666667	0.0833333	0.516667	0	0.0166667	0.133333	0.183333
surprise/11.jpg	4.7	4.6	0.0666667	0	0.133333	0.3	0	0.333333	0.166667
sadness/11.jpg	3.7	4.8	0	0.133333	0.0666667	0.0666667	0.2	0.0666667	0.466667
disgust/12.jpg	3.8	5.3	0	0.166667	0.166667	0.0666667	0.0666667	0.166667	0.366667
joy/11.jpg	6.3	4.5	0	0.0666667	0	0.566667	0	0.0666667	0.3
anger/12.jpg	3.7	5.2	0.0666667	0.233333	0	0.133333	0.0666667	0.0333333	0.466667
sadness/12.jpg	2.2	4.7	0	0	0.0333333	0	0.866667	0	0.1
surprise/12.jpg	3.6	4	0	0.3	0.2	0.0666667	0	0.233333	0.2
fear/12.jpg	5	4.6	0	0	0.366667	0.233333	0.0666667	0.133333	0.2
joy/12.jpg	5.3	3.3	0	0.0666667	0	0.3	0	0.1	0.533333
anger/13.jpg	3.1	5.3	0.322222	0.0388889	0.411111	0	0.211111	0.0166667	0
fear/13.jpg	2.8	4	0	0.0666667	0.177778	0	0.677778	0.0777778	0
disgust/13.jpg	4.3	3.9	0.0333333	0.333333	0.333333	0	0.133333	0.166667	0
surprise/13.jpg	6.9	5.5	0	0.0666667	0	0.366667	0	0.433333	0.133333
joy/13.jpg	7.6	7.3	0	0	0	0.655556	0	0.288889	0.0555556
anger/14.jpg	4.1	5.7	0.111111	0.0888889	0.122222	0.0333333	0.244444	0.133333	0.266667
disgust/14.jpg	3.4	4.2	0	0.388889	0.0333333	0.0222222	0.355556	0.0333333	0.166667
sadness/13.jpg	3	3.4	0	0.1	0.155556	0	0.522222	0.0555556	0.166667
fear/14.jpg	4.6	4.3	0	0.166667	0.283333	0.0222222	0.205556	0.172222	0.15
sadness/14.jpg	1.6	5.4	0.283333	0.138889	0.183333	0	0.305556	0.0222222	0.0666667
disgust/15.jpg	4.4	4.8	0	0.233333	0.1	0	0.0333333	0	0.633333
surprise/14.jpg	5.1	5.3	0	0	0.166667	0.266667	0.1	0.266667	0.2
joy/14.jpg	6.6	4.3	0	0.166667	0	0.266667	0	0.233333	0.333333
sadness/15.jpg	4	3.9	0	0.0333333	0.0666667	0	0.733333	0	0.166667
anger/15.jpg	3.9	6	0	0.0666667	0.333333	0.166667	0.1	0.166667	0.166667
fear/15.jpg	4.6	4.8	0	0	0.533333	0.0666667	0.1	0.133333	0.166667
surprise/15.jpg	7.5	4.4	0	0	0.0666667	0.5	0.0666667	0.166667	0.2
joy/15.jpg	7.3	4.8	0	0	0	0.566667	0	0.2	0.233333
disgust/16.jpg	2.4	5.3	0.0333333	0.488889	0.188889	0	0.288889	0	0
disgust/17.jpg	5.2	3.9	0	0.188889	0.0555556	0.4	0	0.188889	0.166667
fear/16.jpg	3.5	4.7	0.0555556	0.3	0.388889	0	0.0222222	0.0333333	0.2
joy/16.jpg	4.8	4.2	0	0.1	0.1	0.2	0.2	0.0333333	0.366667
anger/16.jpg	2.2	5	0.0222222	0	0.522222	0	0.388889	0.0333333	0.0333333
sadness/16.jpg	5.9	4.4	0	0	0.133333	0.533333	0.0666667	0.0666667	0.2
fear/17.jpg	3.1	4.5	0.0555556	0.1	0.455556	0	0.355556	0.0333333	0
anger/17.jpg	2.8	5.7	0.322222	0.0666667	0.422222	0.0666667	0.0888889	0.0333333	0
surprise/16.jpg	7	5.4	0	0	0	0.733333	0	0.1	0.166667
anger/18.jpg	3.9	5.9	0.177778	0.188889	0.211111	0.133333	0.0222222	0.133333	0.133333
surprise/17.jpg	7.7	4.8	0.0666667	0	0	0.266667	0.133333	0.166667	0.366667
sadness/17.jpg	6.1	4.1	0	0	0.0666667	0.266667	0.1	0.166667	0.4
surprise/18.jpg	5.1	5.3	0.0555556	0.0555556	0.222222	0.0333333	0	0.366667	0.266667
joy/17.jpg	7.3	5.3	0.0666667	0	0	0.433333	0.133333	0.2	0.166667
disgust/18.jpg	2.7	4.6	0.05	0.183333	0.283333	0	0.25	0.166667	0.0666667
fear/18.jpg	3.2	5.5	0.25	0.183333	0.45	0	0.0166667	0.1	0
joy/18.jpg	6.3	5.9	0.0333333	0.0333333	0.133333	0.266667	0	0.3	0.233333
sadness/18.jpg	3.3	4.2	0	0.0333333	0.133333	0.0333333	0.666667	0.1	0.0333333
surprise/19.jpg	4.5	4.8	0.0666667	0.133333	0.233333	0.133333	0.133333	0.0666667	0.233333
fear/19.jpg	6.6	5.8	0	0	0.0666667	0.333333	0.0666667	0.166667	0.366667
fear/20.jpg	5.1	5.9	0	0.0333333	0.533333	0.0666667	0.0666667	0.2	0.1
anger/19.jpg	4.6	5.4	0.455556	0.0666667	0.388889	0	0	0.0555556	0.0333333
anger/20.jpg	6.2	4.2	0.0333333	0.133333	0.0666667	0.5	0	0.1	0.166667
disgust/19.jpg	2.2	4.9	0.0333333	0.4	0.3	0	0.1	0	0.166667
disgust/20.jpg	2.8	4.4	0.0666667	0.5	0.2	0	0.0666667	0	0.166667
joy/19.jpg	6.3	5.3	0.0666667	0.0666667	0.2	0.366667	0	0.233333	0.0666667
sadness/19.jpg	5.2	4.7	0.0666667	0	0	0.3	0.2	0	0.433333
fear/21.jpg	3.6	4.7	0	0.2	0.0666667	0.0333333	0.166667	0.1	0.433333
surprise/20.jpg	6.2	5	0	0.0666667	0.0666667	0.4	0.0666667	0.266667	0.133333
joy/20.jpg	7.5	6.2	0	0	0.0222222	0.388889	0.0666667	0.422222	0.1
joy/21.jpg	6.9	4.6	0	0.0666667	0.0666667	0.455556	0.0555556	0.255556	0.1
sadness/20.jpg	4.8	4.1	0.0222222	0.133333	0.0222222	0.1	0.488889	0.1	0.133333
anger/21.jpg	5.4	4.6	0.0888889	0.0333333	0.0555556	0.233333	0.122222	0.166667	0.3
sadness/21.jpg	5.5	4.9	0	0.1	0.0666667	0.0666667	0.2	0.3	0.266667
surprise/21.jpg	7.4	4.7	0	0	0	0.422222	0	0.488889	0.0888889
disgust/21.jpg	2.2	4.7	0.0833333	0.333333	0.283333	0	0.0833333	0.0833333	0.133333
disgust/22.jpg	6.9	5	0	0.2	0	0.466667	0	0.266667	0.0666667
anger/22.jpg	3.9	5	0.116667	0.0166667	0.216667	0	0.583333	0	0.0666667
sadness/22.jpg	4.6	4.2	0.0333333	0.0666667	0	0.233333	0.433333	0.1	0.133333
disgust/23.jpg	4.5	4.4	0.0222222	0.355556	0	0	0.0666667	0.0888889	0.466667
surprise/22.jpg	6.1	6	0	0.0666667	0	0.422222	0.133333	0.222222	0.155556
anger/23.jpg	5.5	5.3	0.133333	0.133333	0.2	0.133333	0.2	0.0666667	0.133333
fear/22.jpg	4.9	4.2	0.0166667	0.05	0.333333	0.216667	0.2	0.0166667	0.166667
fear/23.jpg	5.5	4.6	0.0333333	0.0333333	0.133333	0.4	0.266667	0.133333	0
joy/22.jpg	7.4	6.6	0	0	0	0.566667	0.133333	0.3	0
anger/24.jpg	6.5	5.9	0	0.133333	0.0333333	0.233333	0.2	0.233333	0.166667
joy/23.jpg	7.5	6.2	0	0	0	0.5	0	0.2	0.3
sadness/23.jpg	6	5.8	0	0	0.0333333	0.0666667	0.533333	0.133333	0.233333
disgust/24.jpg	1.9	3.6	0.133333	0.566667	0	0	0.0333333	0	0.266667
fear/24.jpg	4.3	4.1	0.0666667	0.133333	0.433333	0.0666667	0	0.233333	0.0666667
sadness/24.jpg	3	3.2	0	0.1	0	0	0.8	0.0666667	0.0333333
surprise/23.jpg	4.3	4.6	0	0.222222	0.322222	0.1	0	0.155556	0.2
joy/24.jpg	7.2	6.5	0	0	0.133333	0.4	0	0.3	0.166667
surprise/24.jpg	7.1	6.3	0	0	0.0666667	0.388889	0.0666667	0.322222	0.155556
anger/25.jpg	4.7	4.9	0.0666667	0.2	0.2	0.1	0.0666667	0.0666667	0.3
surprise/25.jpg	5.6	4.4	0	0.133333	0.0333333	0.166667	0.1	0.233333	0.333333
disgust/25.jpg	2.2	6.1	0.0833333	0.55	0.166667	0	0.15	0.0333333	0.0166667
fear/25.jpg	4.8	3.7	0	0.0666667	0.0333333	0.133333	0.2	0.0666667	0.5
fear/26.jpg	5.8	3.6	0	0	0.1	0.333333	0.2	0.0666667	0.3
sadness/25.jpg	3.3	4.3	0	0	0	0.0666667	0.8	0.0333333	0.1
joy/25.jpg	6.9	5.2	0	0.0333333	0	0.7	0	0.166667	0.1
disgust/26.jpg	3.3	5.6	0.0666667	0.433333	0.1	0.0666667	0.0222222	0.0222222	0.288889
anger/26.jpg	3.4	4.7	0	0.133333	0.0666667	0	0.3	0.0333333	0.466667
fear/27.jpg	6.3	4.7	0.0333333	0.0333333	0.3	0.2	0.0333333	0.1	0.3
joy/26.jpg	8.6	4.5	0	0	0	0.733333	0	0.166667	0.1
anger/27.jpg	3.5	6.8	0.588889	0	0.355556	0.0333333	0.0222222	0	0
surprise/26.jpg	7.6	5.2	0	0	0	0.466667	0	0.333333	0.2
joy/27.jpg	7.3	4.7	0	0	0	0.466667	0	0.166667	0.366667
disgust/27.jpg	1.7	6.5	0.0333333	0.433333	0.3	0	0.166667	0	0.0666667
sadness/26.jpg	4	4.2	0.0555556	0	0.0555556	0.0333333	0.755556	0	0.1
sadness/27.jpg	3.8	4.5	0	0	0.0333333	0.0333333	0.9	0	0.0333333
surprise/27.jpg	6.7	4.6	0	0	0.122222	0.4	0.0222222	0.322222	0.133333
anger/28.jpg	3.2	4.6	0.0666667	0	0.433333	0.0666667	0.233333	0.0666667	0.133333
fear/28.jpg	2.5	4.2	0.0555556	0.0222222	0.5	0	0.222222	0.0666667	0.133333
joy/28.jpg	8.2	7.2	0	0	0	0.633333	0	0.1	0.266667
fear/29.jpg	4	4.6	0.166667	0.122222	0.4	0	0.0888889	0.0222222	0.2
surprise/28.jpg	4.6	5.4	0.0222222	0.333333	0.333333	0.0666667	0.0222222	0.0555556	0.166667
sadness/28.jpg	5.8	5.7	0.0222222	0.133333	0.0888889	0.1	0.133333	0.122222	0.4
anger/29.jpg	4.2	6.4	0.133333	0.0333333	0.433333	0.0333333	0.0666667	0.166667	0.133333
disgust/28.jpg	4.5	3.9	0.0222222	0.4	0.0888889	0	0.133333	0.0222222	0.333333
disgust/29.jpg	2.5	4	0	0.355556	0.155556	0	0.4	0.0222222	0.0666667
sadness/29.jpg	5.5	4.2	0	0	0	0.466667	0.133333	0.133333	0.266667
disgust/30.jpg	2.5	3.8	0.0666667	0.633333	0.0666667	0	0.0333333	0	0.2
joy/29.jpg	6.9	4.1	0	0	0	0.7	0	0.166667	0.133333
surprise/29.jpg	6.3	4.4	0	0	0	0.622222	0	0.188889	0.188889
surprise/30.jpg	6.3	6	0	0	0.122222	0.166667	0.0333333	0.488889	0.188889
sadness/30.jpg	6.8	4.2	0	0	0	0.2	0.166667	0.1	0.533333
fear/30.jpg	4.8	4.4	0	0	0.188889	0.0333333	0.288889	0.188889	0.3
joy/30.jpg	6.8	3.7	0	0	0	0.566667	0	0.166667	0.266667
anger/30.jpg	5.1	4.4	0	0.0666667	0.1	0	0.0666667	0	0.766667
anger/31.jpg	4.9	4.4	0	0.0666667	0.2	0.2	0	0.1	0.433333
fear/31.jpg	3.1	4.9	0	0.144444	0.544444	0	0.0444444	0.133333	0.133333
joy/31.jpg	7.5	4.9	0	0	0	0.533333	0	0.166667	0.3
disgust/31.jpg	1.1	6.3	0.0555556	0.333333	0.5	0	0.0222222	0.0222222	0.0666667
surprise/31.jpg	5.6	5.4	0	0	0	0.0333333	0	0.266667	0.7
sadness/31.jpg	5.4	4.7	0	0	0	0.122222	0.288889	0.188889	0.4
fear/32.jpg	6.2	5.2	0	0	0.133333	0.0666667	0.166667	0.0666667	0.566667
anger/32.jpg	6	5.4	0.0666667	0	0.1	0.233333	0	0.266667	0.333333
disgust/32.jpg	1.2	4.7	0.133333	0.7	0	0	0.133333	0.0333333	0
joy/32.jpg	6.6	5.6	0	0.133333	0	0.533333	0	0.233333	0.1
sadness/32.jpg	3.1	4	0.0222222	0	0.122222	0	0.722222	0	0.133333
sadness/33.jpg	5.6	4.3	0	0	0.0888889	0.4	0.222222	0.222222	0.0666667
joy/33.jpg	5.5	6.2	0.0222222	0	0.222222	0.233333	0	0.188889	0.333333
disgust/33.jpg	3.4	4.1	0.0555556	0.322222	0.0888889	0	0.177778	0.288889	0.0666667
surprise/32.jpg	6.9	6.7	0.0333333	0.0666667	0.0555556	0.388889	0	0.355556	0.1
anger/33.jpg	5.4	5.1	0	0.0333333	0.1	0.188889	0.1	0.322222	0.255556
fear/33.jpg	2.8	4.6	0.15	0	0.583333	0.0666667	0.05	0.0833333	0.0666667
surprise/33.jpg	6.9	6.8	0.0222222	0	0.0222222	0.355556	0.0222222	0.422222	0.155556
fear/34.jpg	5.8	5.4	0	0.0666667	0.233333	0.133333	0.0333333	0.133333	0.4
surprise/34.jpg	7.2	7.1	0	0	0.0333333	0.433333	0	0.233333	0.3
joy/34.jpg	7.5	4.8	0	0	0	0.588889	0	0.188889	0.222222
disgust/34.jpg	3	5.8	0	0.477778	0.111111	0	0.188889	0	0.222222
disgust/35.jpg	1.7	6	0.166667	0.666667	0	0	0.0333333	0	0.133333
fear/35.jpg	4.2	4.3	0	0.133333	0.166667	0	0.166667	0.3	0.233333
sadness/34.jpg	2.6	5.3	0.0222222	0.0666667	0.1	0	0.688889	0.0222222	0.1
anger/34.jpg	4	4.3	0.0333333	0.166667	0.233333	0	0.233333	0.166667	0.166667
anger/35.jpg	6.6	6.7	0	0	0	0.6	0	0.133333	0.266667
sadness/35.jpg	6.1	5.2	0	0.0333333	0	0.2	0.233333	0.466667	0.0666667
surprise/35.jpg	6.7	5.2	0	0	0.1	0.433333	0	0.233333	0.233333
surprise/36.jpg	6.3	6.2	0	0.0666667	0.0666667	0.433333	0.0666667	0.133333	0.233333
anger/36.jpg	5.6	4.6	0	0.1	0.133333	0.3	0.166667	0.0333333	0.266667
sadness/36.jpg	3.2	3.9	0.0222222	0	0.0888889	0	0.688889	0	0.2
fear/36.jpg	2.8	4.5	0.0222222	0.1	0.488889	0	0.155556	0.2	0.0333333
joy/35.jpg	7.1	6.5	0	0	0.133333	0.566667	0	0.166667	0.133333
disgust/36.jpg	2.8	3.8	0.0333333	0.422222	0.255556	0	0	0.0222222	0.266667
joy/36.jpg	7.8	6.7	0	0	0	0.566667	0	0.233333	0.2
fear/37.jpg	2.3	5.4	0.0666667	0.0333333	0.733333	0	0.1	0	0.0666667
surprise/37.jpg	5.1	5.1	0.0333333	0.0555556	0.155556	0.1	0.0333333	0.355556	0.266667
anger/37.jpg	7.3	6.3	0.0666667	0	0	0.6	0	0.166667	0.166667
disgust/37.jpg	5.7	5.2	0	0.0666667	0	0.533333	0	0.133333	0.266667
disgust/38.jpg	4.5	6.4	0.166667	0.222222	0.0888889	0.166667	0	0.0888889	0.266667
joy/37.jpg	7.4	6.8	0	0	0	0.733333	0	0.166667	0.1
fear/38.jpg	6.3	4.2	0	0	0	0.3	0.2	0.166667	0.333333
anger/38.jpg	2.6	4	0.0333333	0.2	0.166667	0.1	0.4	0.0333333	0.0666667
sadness/37.jpg	2.6	4.6	0.1	0.122222	0.0777778	0	0.633333	0	0.0666667
disgust/39.jpg	6.6	4.2	0.0666667	0.0333333	0	0.433333	0	0.1	0.366667
joy/38.jpg	6.3	5.6	0.0333333	0	0.1	0.533333	0	0.133333	0.2
sadness/38.jpg	8	4.3	0	0	0	0.766667	0.1	0.0666667	0.0666667
fear/39.jpg	5.8	4.1	0	0	0.366667	0.3	0.1	0.166667	0.0666667
surprise/38.jpg	7	6.9	0.0333333	0	0	0.666667	0	0.2	0.1
joy/39.jpg	7.9	5.6	0	0	0	0.633333	0.0666667	0.233333	0.0666667
anger/39.jpg	6	6	0	0	0.2	0.3	0.1	0.166667	0.233333
sadness/39.jpg	3.6	4.7	0	0.1	0.3	0	0.266667	0.133333	0.2
surprise/39.jpg	8	7.6	0	0	0	0.6	0	0.333333	0.0666667
anger/40.jpg	5.4	7.2	0.133333	0	0.366667	0.1	0.0666667	0.266667	0.0666667
sadness/40.jpg	5.6	3.2	0	0	0	0.3	0.466667	0.133333	0.1
surprise/40.jpg	6.2	5.7	0	0.0666667	0.133333	0.4	0	0.333333	0.0666667
disgust/40.jpg	2.5	5.1	0.0444444	0.577778	0.0777778	0	0.111111	0.0666667	0.122222
disgust/41.jpg	2.1	5.1	0.0555556	0.555556	0.155556	0	0.1	0	0.133333
joy/40.jpg	8.3	4.2	0	0	0	0.522222	0.0222222	0.188889	0.266667
anger/41.jpg	3.4	5.6	0.0833333	0.305556	0.183333	0	0.138889	0.0555556	0.233333
fear/40.jpg	5	7.3	0.0666667	0.0222222	0.566667	0.0222222	0.0333333	0.188889	0.1
fear/41.jpg	4.9	5.6	0	0.0666667	0.3	0.166667	0.166667	0.0666667	0.233333
joy/41.jpg	7.5	5.2	0	0	0	0.6	0	0.2	0.2
surprise/41.jpg	3.4	5	0.0333333	0.566667	0.122222	0.0888889	0	0.0333333	0.155556
fear/42.jpg	3.7	5	0.166667	0.0333333	0.722222	0	0.0555556	0.0222222	0
sadness/41.jpg	4.7	4.1	0	0.0333333	0.0555556	0.188889	0.188889	0.133333	0.4
anger/42.jpg	6.5	6	0	0	0.155556	0.422222	0.0666667	0.255556	0.1
disgust/42.jpg	2.3	4.7	0	0.655556	0.0222222	0.0333333	0.255556	0.0333333	0
joy/42.jpg	6.1	5	0	0	0	0.7	0	0.133333	0.166667
sadness/42.jpg	3.5	4.1	0	0.0333333	0.0333333	0	0.833333	0	0.1
surprise/42.jpg	6.4	5.2	0	0	0.0666667	0.6	0	0.233333	0.1
disgust/43.jpg	4.7	4.8	0.0333333	0.4	0.133333	0.0666667	0	0.166667	0.2
fear/43.jpg	7.4	4.8	0	0	0	0.466667	0.0333333	0.2	0.3
joy/43.jpg	8.1	6	0	0	0	0.8	0	0.1	0.1
disgust/44.jpg	5.6	4.6	0.0333333	0.2	0.0666667	0.2	0	0.0333333	0.466667
sadness/43.jpg	7.6	4.6	0.0222222	0	0	0.755556	0	0.0555556	0.166667
surprise/43.jpg	7.9	6	0	0	0	0.7	0	0.266667	0.0333333
anger/43.jpg	6.9	5.6	0	0.0666667	0.133333	0.366667	0.0333333	0.1	0.3
fear/44.jpg	5.6	5.5	0	0.1	0.1	0.266667	0.0333333	0.1	0.4
anger/44.jpg	3.3	4.4	0	0.4	0.0666667	0.0666667	0.133333	0	0.333333
surprise/44.jpg	7.3	4	0	0	0	0.633333	0	0.133333	0.233333
joy/44.jpg	6	5.8	0	0	0	0.666667	0	0.0333333	0.3
disgust/45.jpg	2.5	4.9	0	0.666667	0.166667	0	0.0666667	0.0333333	0.0666667
anger/45.jpg	4.5	5.6	0	0	0.366667	0.2	0.1	0.0666667	0.266667
fear/45.jpg	5.5	5.5	0	0.0666667	0.233333	0.3	0	0.333333	0.0666667
surprise/45.jpg	5.5	3.9	0	0.0666667	0	0.3	0.266667	0.166667	0.2
sadness/44.jpg	3.8	4.7	0	0	0.0333333	0	0.766667	0.133333	0.0666667
sadness/45.jpg	3.9	4.6	0	0	0.0666667	0	0.766667	0	0.166667
joy/45.jpg	6.4	4	0	0	0	0.666667	0	0.133333	0.2
disgust/46.jpg	2.7	4.7	0	0.222222	0.255556	0	0.122222	0.1	0.3
anger/46.jpg	4	5.2	0.0166667	0.0833333	0.383333	0	0.05	0.0666667	0.4
anger/47.jpg	2.7	4.7	0.3	0.2	0.266667	0.0333333	0.133333	0	0.0666667
disgust/47.jpg	2	4	0.0222222	0.322222	0.433333	0	0.0888889	0	0.133333
fear/46.jpg	4.8	5.2	0.0666667	0	0.433333	0	0.133333	0.1	0.266667
fear/47.jpg	4.2	4.9	0.0666667	0	0.4	0.133333	0.1	0.133333	0.166667
joy/46.jpg	6	4.7	0	0	0	0.566667	0	0.2	0.233333
sadness/46.jpg	3.3	3.8	0.0333333	0.0666667	0.2	0	0.5	0	0.2
surprise/46.jpg	5.9	5.8	0	0	0.3	0.3	0	0.266667	0.133333
anger/48.jpg	6.7	6.6	0	0.0333333	0.233333	0.466667	0	0.2	0.0666667
surprise/47.jpg	5.8	4.5	0	0	0.0555556	0.522222	0.1	0.122222	0.2
surprise/48.jpg	7.2	5.2	0	0	0	0.533333	0	0.3	0.166667
sadness/47.jpg	2.3	4.2	0	0	0.1	0	0.9	0	0
fear/48.jpg	3.5	4.6	0	0.266667	0.6	0	0	0.0666667	0.0666667
disgust/48.jpg	1.4	5.1	0.0777778	0.288889	0.0333333	0	0.511111	0.0888889	0
joy/47.jpg	5.4	5	0	0.133333	0.0666667	0.166667	0	0.233333	0.4
sadness/48.jpg	2.3	4.4	0	0.0666667	0.0666667	0	0.866667	0	0
joy/48.jpg	6	5	0	0.0666667	0	0.388889	0.0222222	0.366667	0.155556
joy/49.jpg	8.2	4.9	0	0	0	0.688889	0	0.188889	0.122222
fear/49.jpg	3.5	4.8	0	0.0333333	0.6	0	0.1	0	0.266667
surprise/49.jpg	4.6	4.7	0	0.133333	0.133333	0.133333	0.0666667	0.133333	0.4
anger/49.jpg	5.9	4.6	0	0	0.1	0.0666667	0.0333333	0.266667	0.533333
anger/50.jpg	6.3	5.8	0.133333	0	0.2	0.0666667	0	0.4	0.2
disgust/49.jpg	3.8	4.6	0.0666667	0.6	0	0	0	0.0666667	0.266667
sadness/49.jpg	3.5	4.2	0	0.0333333	0.1	0.0666667	0.733333	0	0.0666667
disgust/50.jpg	2.9	3.9	0.255556	0.455556	0	0.0666667	0.155556	0	0.0666667
fear/50.jpg	4.9	5.3	0	0.0222222	0.255556	0.133333	0.122222	0.2	0.266667
anger/51.jpg	1.8	4.5	0.05	0.116667	0.416667	0	0.35	0	0.0666667
